# Sensor Howard St. & 6th St. (BC), San Francisco, United States of America (Clarity/dcdbk0901)
# https://aqicn.org/station/@525955/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2025-05-16T00:00:00.000Z,6.82,10.18,9.24,8.34,9.75,1.02,24
2025-05-17T00:00:00.000Z,4.47,7.97,5.86,5.11,7.11,1.086,24
2025-05-18T00:00:00.000Z,5.71,8.91,8.15,6.94,8.63,0.914,24
2025-05-19T00:00:00.000Z,4.45,10.29,8.81,6.56,9.18,1.723,24
2025-05-20T00:00:00.000Z,4.84,7.53,6.44,5.96,6.72,0.616,24
2025-05-21T00:00:00.000Z,6.85,10.71,10.09,8.11,10.46,1.312,24
2025-05-22T00:00:00.000Z,5.4,8.13,6.77,6.31,7.64,0.769,24
2025-05-23T00:00:00.000Z,4.98,7.06,6.12,5.29,6.77,0.736,24
2025-05-24T00:00:00.000Z,6.38,8.58,7.62,7.39,7.96,0.504,24
2025-05-25T00:00:00.000Z,3.98,6.07,4.93,4.32,5.25,0.583,24
2025-05-26T00:00:00.000Z,2.97,5.31,4.4,4.01,4.76,0.617,24
2025-05-27T00:00:00.000Z,5.29,7.54,6.93,6.53,7.35,0.536,24
2025-05-28T00:00:00.000Z,4.09,7.4,5.16,4.53,6.09,0.989,24
2025-05-29T00:00:00.000Z,3.73,4.98,4.53,4.13,4.63,0.351,24
2025-05-30T00:00:00.000Z,4.61,7.59,5.74,5.24,6.78,0.899,24
2025-05-31T00:00:00.000Z,7.3,10.71,9.55,9.31,10.16,0.754,24
2025-06-01T00:00:00.000Z,8.77,12.19,10.47,9.43,11.35,1.094,24
2025-06-02T00:00:00.000Z,5.46,13.48,11.04,7.23,12.68,2.899,24
2025-06-03T00:00:00.000Z,5.9,7.7,6.71,6.39,6.95,0.445,24
2025-06-04T00:00:00.000Z,8.11,13.05,10.05,9.39,11.52,1.338,24
2025-06-05T00:00:00.000Z,5.69,8.6,7.09,6.68,7.28,0.683,24
2025-06-06T00:00:00.000Z,4.41,6.66,5.72,4.94,6.27,0.708,24
2025-06-07T00:00:00.000Z,5.73,7.55,6.34,6.07,6.9,0.481,24
2025-06-08T00:00:00.000Z,2.9,6.67,5.42,3.91,6.03,1.167,24
2025-06-09T00:00:00.000Z,2.94,4.7,3.68,3.11,3.96,0.512,24
2025-06-10T00:00:00.000Z,2.49,6.29,4.71,4.21,4.9,0.939,24
2025-06-11T00:00:00.000Z,6.49,9.11,8.43,8.13,8.57,0.541,24
2025-06-12T00:00:00.000Z,7.84,9.86,9.11,8.44,9.51,0.609,24
2025-06-13T00:00:00.000Z,7.43,9.92,9.36,8.27,9.71,0.804,24
2025-06-14T00:00:00.000Z,7.78,9.11,8.31,8.11,8.66,0.352,24
2025-06-15T00:00:00.000Z,8.28,10.05,9.36,9.07,9.64,0.442,24
2025-06-16T00:00:00.000Z,5.71,9.11,7.95,7.16,8.46,0.955,24
2025-06-17T00:00:00.000Z,5.44,7.16,6.31,6.08,6.79,0.486,24
